BOR;https://www.example.com/blade;137
миг;https://www.example.com/blade;311
Slaxy;https://www.example.com/blade.html;144
Anatolik;https://www.example.com/blade.html;8
Динамчик2015;https://www.example.com/blade.html;5
ZHEKA_KORCHAGIN;https://www.example.com/blade.php;632
alexraven;https://www.example.com/blade/boot.html;912
Grib1981;https://www.example.com/blade/box;687
миг;https://www.example.com/blade/brake.aspx;211
ELANDRO;https://www.example.com/blade/branch.php;667
den22705;https://www.example.com/blood;127
Sashilo;https://www.example.com/blood#brother;867
chitago;https://www.example.com/blood.aspx;292
Slaxy;https://www.example.com/blood.html;195
tirs;https://www.example.com/blood.php;484
миг;https://www.example.com/blood/agreement.php;359
skorp_kabanos;https://www.example.com/blood/anger.aspx;686
миг;https://www.example.com/blood/bone;623
миг;https://www.example.com/blood?adjustment=ants&back=achiever;676
Saha;https://www.example.com/blow;913
facultet75;https://www.example.com/blow;897
иванович;https://www.example.com/blow.aspx?bikes=books&border=bomb;999
Димон-Ижевск;https://www.example.com/blow/addition;646
миг;https://www.example.com/blow/bomb.html;601
facultet75;https://www.example.com/blow/boot.php;105
кулрявицкий;https://www.example.com/blow?airplane=bed&bubble=basin;526
den22705;https://www.example.com/blow?angle=airplane&bat=bat;576
komuza;https://www.example.com/board;983
ieremiya;http://vk.com;35
Shplint;https://www.example.com/board.aspx;56
tutanchamon;http://vk.com;280
Grib1981;https://www.example.com/board.html;458
Slaxy;https://www.example.com/board.html#believe;77
миг;https://www.example.com/board.php;401
Doktoroff;https://www.example.com/board/baby?badge=air&balance=arch;121
digor;https://www.example.com/boat;207
Фартовый;https://www.example.com/boat;813
Ромик;https://www.example.com/boat;822
facultet75;https://www.example.com/boat.html;873
Silver;http://vk.com;871
Petrovish-35.;https://www.example.com/boat.html?babies=bit&blow=achiever;653
tirs;https://www.example.com/boat.php;74
Динамчик2015;http://vk.com;507
Batya35;https://www.example.com/boat/addition.php;814
Petrovish-35.;https://www.example.com/boat/approval?bit=afternoon;973
facultet75;https://www.example.com/boat/arithmetic;898
Serg281;https://www.example.com/boat/badge;13
бурлак-55;https://www.example.com/boat/basketball.html;754
Petrovish-35.;https://www.example.com/boat/brass.aspx;818
strelets;https://www.example.com/boat?branch=base&approval=basketball;324
strelets;https://www.example.com/bomb;764
Basil;https://www.example.com/bomb#airplane;683
Silver;http://vk.com;346
strelets;https://www.example.com/bomb.php;217
Slaxy;https://www.example.com/bomb.php;848
Slaxy;https://www.example.com/bomb/acoustics;655
иванович;https://www.example.com/bomb/airplane.html#bait;238
SKA-Sokol;https://www.example.com/bone;445
skorp_kabanos;https://www.example.com/bone;88
Земсков Георгий;https://www.example.com/bone.html;558
иванович;https://www.example.com/bone.php;871
Dimurin;https://www.example.com/bone/babies;105
Petrovish-35.;https://www.example.com/bone/box;867
Sashilo;https://www.example.com/book;306
100000;https://www.example.com/book;920
Grib1981;https://www.example.com/book.html;405
trofim;https://www.example.com/book.php#attack;843
BOR;https://www.example.com/book/addition;927
Silver;https://www.example.com/book/amusement.htm;866
Sashilo;https://www.example.com/book/basin.html;4
Batya35;https://www.example.com/book/battle.php;509
BOR;https://www.example.com/book/boy.php;566
Динамчик2015;https://www.example.com/books;817
strelets;https://www.example.com/books#apparatus;736
AK73;https://www.example.com/books.aspx;657
SKA-Sokol;https://www.example.com/books.htm#arithmetic;177
ZHEKA_KORCHAGIN;https://www.example.com/books/air;800
strelets;https://www.example.com/books/appliance;842
chitago;https://www.example.com/books/aunt.php?basin=activity;264
ингвар105;https://www.example.com/books/back;170
ZHEKA_KORCHAGIN;https://www.example.com/books/belief;236
Grib1981;https://www.example.com/books/believe;853
Lospardos;https://www.example.com/books/berry.aspx;466
Silver;https://www.example.com/books/birds.html;474
Saha;https://www.example.com/books/bubble;275
Slaxy;https://www.example.com/books?brother=animal&apparatus=bath;993
den22705;https://www.example.com/boot;722
Batya35;http://vk.com;136
ZHEKA_KORCHAGIN;https://www.example.com/boot.aspx#box;66
Silver;https://www.example.com/boot.php;383
Slaxy;https://www.example.com/boot/air.aspx;787
tutanchamon;https://www.example.com/boot/ball.aspx;636
ids-1981;https://www.example.com/boot?bed=blade;304
100000;https://www.example.com/border;898
Chronokeeper;https://www.example.com/border;90
strelets;https://www.example.com/border.aspx;401
multiscan;https://www.example.com/border.htm;170
Petrovish-35.;https://www.example.com/border.htm#books;700
strelets;https://www.example.com/border.html;998
Dimurin;https://www.example.com/border.html;561
strelets;https://www.example.com/border.html;522
